순위,제목,저자,출판사,발행일,가격,할인가,URL
1,트렌드 코리아 2022,"김난도,전미영,최지혜,이향은,이준영,이수진,서유현,권정윤,한다혜,서울대학교 생활과학연구소 소비트렌드분석센터 저 외 1명",미래의창,2021년 10월,"18,000원","16,200원",http://yes24.com/Product/Goods/103737985
2,갯마을 차차차 포토에세이,스튜디오드래곤 제작,북로그컴퍼니,2021년 11월,"28,000원","25,200원",http://yes24.com/Product/Goods/104255924
3,설민석의 한국사 대모험 18,"설민석,스토리박스 글/정현희 그림/강석화 감수",아이휴먼,2021년 10월,"12,000원","10,800원",http://yes24.com/Product/Goods/104122285
4,달러구트 꿈 백화점 2,이미예 저,팩토리나인,2021년 07월,"13,800원","12,420원",http://yes24.com/Product/Goods/102789938
5,갯마을 차차차 2,신하은 저,북로그컴퍼니,2021년 11월,"18,000원","16,200원",http://yes24.com/Product/Goods/104105224
6,갯마을 차차차 1,신하은 저,북로그컴퍼니,2021년 11월,"18,000원","16,200원",http://yes24.com/Product/Goods/104105212
7,달러구트 꿈 백화점,이미예 저,팩토리나인,2020년 07월,"13,800원","12,420원",http://yes24.com/Product/Goods/91065309
8,그리스 로마 신화 25,박시연 글/최우빈 그림/김헌 감수,아울북,2021년 10월,"14,000원","12,600원",http://yes24.com/Product/Goods/104194183
9,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",이치조 미사키 저/권영주 역,모모,2021년 06월,"14,000원","12,600원",http://yes24.com/Product/Goods/102360203
10,4~7세 보다 중요한 시기는 없습니다,이임숙 저,카시오페아,2021년 08월,"16,000원","14,400원",http://yes24.com/Product/Goods/102815649
11,그냥 하지 말라,송길영 저,북스톤,2021년 10월,"17,000원","15,300원",http://yes24.com/Product/Goods/103841300
12,설민석의 세계사 대모험 10,"설민석,김정욱 글/박성일 그림/원태준 감수",단꿈아이,2021년 09월,"12,000원","10,800원",http://yes24.com/Product/Goods/103967136
13,인생은 실전이다,"신영준,주언규(신사임당) 저",상상스퀘어,2021년 09월,"18,500원","16,650원",http://yes24.com/Product/Goods/103598738
14,괴수 8호 4 더블특장판 ,마츠모토 나오야 글그림/유유리 역,서울미디어코믹스(서울문화사),2021년 10월,"5,500원","4,950원",http://yes24.com/Product/Goods/104229655
15,미드나잇 라이브러리,매트 헤이그 저/노진선 역,인플루엔셜,2021년 04월,"15,800원","14,220원",http://yes24.com/Product/Goods/99534783
16,불편한 편의점,김호연 저,나무옆의자,2021년 04월,"14,000원","12,600원",http://yes24.com/Product/Goods/99308021
17,지금은 나만의 시간입니다,김유진 저,토네이도,2021년 10월,"15,000원","13,500원",http://yes24.com/Product/Goods/103981730
18,작별하지 않는다,한강 저,문학동네,2021년 09월,"14,000원","12,600원",http://yes24.com/Product/Goods/103495056
19,공부의 본질 ,이윤규 저,빅피시,2021년 10월,"16,500원","14,850원",http://yes24.com/Product/Goods/104195222
20,초등 사자소학,송재환 글/인호빵 그림,위즈덤하우스,2021년 05월,"13,800원","12,420원",http://yes24.com/Product/Goods/101676986
21,햇빛은 찬란하고 인생은 귀하니까요,장명숙 저,김영사,2021년 08월,"14,800원","13,320원",http://yes24.com/Product/Goods/103025960
22,소크라테스 익스프레스,에릭 와이너 저/김하현 역,어크로스,2021년 04월,"18,000원","16,200원",http://yes24.com/Product/Goods/101317041
23,어떻게 말해줘야 할까,오은영 저/차상미 그림,김영사,2020년 10월,"17,500원","15,750원",http://yes24.com/Product/Goods/93522583
24,크리스마스 피그,J.K. 롤링 저/짐 필드 일러스트/공보경 역,문학수첩,2021년 10월,"20,000원","18,000원",http://yes24.com/Product/Goods/103981746
25,외계인 인터뷰,로렌스 R. 스펜서 편 / 유리타역,아이커넥,2013년 10월,"18,000원","16,200원",http://yes24.com/Product/Goods/11268008
26,양순이네 떡집,김리리 글/김이랑 그림,비룡소,2021년 08월,"11,000원","9,900원",http://yes24.com/Product/Goods/103303100
27,돈의 심리학,모건 하우절 저/이지연 역,인플루엔셜,2021년 01월,"19,800원","17,820원",http://yes24.com/Product/Goods/96547408
28,당신만 몰랐던 부동산 투자,"김학렬,김우람 저",베가북스,2021년 10월,"17,800원","16,020원",http://yes24.com/Product/Goods/103836941
29,2021 큰별쌤 최태성의 별별한국사 기출 500제 한국사능력검정시험 심화,최태성 저,이투스북,2021년 07월,"19,500원","17,550원",http://yes24.com/Product/Goods/102704758
30,EBS 당신의 문해력,김윤정 글/EBS 당신의 문해력 제작팀 기획,EBS BOOKS,2021년 08월,"17,000원","15,300원",http://yes24.com/Product/Goods/103050983
31,럭키,김도윤 저,북로망스,2021년 08월,"16,000원","14,400원",http://yes24.com/Product/Goods/103337443
32,2021 하반기 해커스 GSAT 삼성직무적성검사 실전모의고사 수리논리/추리 온라인 시험 대비,해커스 취업교육연구소 저,챔프스터디,2021년 08월,"16,900원","15,210원",http://yes24.com/Product/Goods/103385092
33,있는 그대로 살아도 괜찮아,박찬위 저,떠오름,2020년 10월,"13,300원","11,970원",http://yes24.com/Product/Goods/94417374
34,잘했고 잘하고 있고 잘 될 것이다,정영욱 저,부크럼,2021년 05월,"15,000원","13,500원",http://yes24.com/Product/Goods/101682634
35,세금 내는 아이들,옥효진 글/김미연 그림,한국경제신문사(한경비피),2021년 06월,"14,000원","12,600원",http://yes24.com/Product/Goods/102167502
36,오은영의 화해,오은영 저,코리아닷컴(Korea.com),2019년 01월,"16,000원","14,400원",http://yes24.com/Product/Goods/67543979
37,채사장의 지대넓얕 1 : 권력의 탄생,"채사장,마케마케 글/정용환 그림",돌핀북,2021년 09월,"14,000원","12,600원",http://yes24.com/Product/Goods/103669601
38,시대의 1등주를 찾아라,이한영 저,페이지2,2021년 09월,"16,000원","14,400원",http://yes24.com/Product/Goods/103539075
39,흔한남매 과학 탐험대 2 지구와 달,"흔한남매 원저/이재국,이현진,박준건 글/김덕영 그림/정현철,흔한컴퍼니 감수/김희목,권경아,최진수 기획",주니어김영사,2021년 08월,"12,800원","11,520원",http://yes24.com/Product/Goods/103492634
40,흔한남매의 흔한 호기심 4,"흔한남매 원저/안치현 글/유난희,김미현 그림/이정모,흔한컴퍼니 감수",미래엔아이세움,2021년 09월,"13,000원","11,700원",http://yes24.com/Product/Goods/103537606
41,하면 된다! 퀀트 투자,강환국 저/신진오 감수,에프엔미디어,2021년 09월,"18,700원","16,830원",http://yes24.com/Product/Goods/103509708
42,부자 아빠 가난한 아빠 20주년 특별 기념판,로버트 기요사키 저/안진환 역,민음인,2018년 02월,"15,800원","14,220원",http://yes24.com/Product/Goods/58774995
43,나는 주식 대신 달러를 산다,박성현 저,알에이치코리아(RHK),2021년 05월,"16,000원","14,400원",http://yes24.com/Product/Goods/101780937
44,오늘은 이만 좀 쉴게요 (10만 부 기념 스페셜 에디션),손힘찬 (오가타 마리토) 저/이다영 그림,스튜디오오드리,2021년 03월,"14,000원","12,600원",http://yes24.com/Product/Goods/97963005
45,해커스 토익 기출 보카,데이비드 조 저,해커스어학연구소,2020년 03월,"12,900원","11,610원",http://yes24.com/Product/Goods/67362730
46,긴긴밤,루리 글그림,문학동네,2021년 02월,"11,500원","10,350원",http://yes24.com/Product/Goods/97255028
47,대한민국 재건축 재개발 지도,정지영(아임해피) 저,다산북스,2021년 08월,"19,000원","17,100원",http://yes24.com/Product/Goods/103401164
48,공정하다는 착각,마이클 샌델 저/함규진 역,와이즈베리,2020년 12월,"18,000원","16,200원",http://yes24.com/Product/Goods/94489333
49,부의 시그널 ,박종훈 저,베가북스,2021년 09월,"18,800원","16,920원",http://yes24.com/Product/Goods/103712200
50,다정한 것이 살아남는다,"브라이언 헤어,버네사 우즈 저/이민아 역/박한선 감수",디플롯,2021년 07월,"22,000원","19,800원",http://yes24.com/Product/Goods/102836095
51,ETS 토익 정기시험 기출문제집 1000 Vol.2 READING 리딩,ETS 저,YBM(와이비엠),2019년 12월,"17,800원","16,020원",http://yes24.com/Product/Goods/84768485
52,메타버스,김상균 저,플랜비디자인,2020년 12월,"17,000원","15,300원",http://yes24.com/Product/Goods/96025067
53,언바운드 UNBOUND,조용민 저,인플루엔셜,2021년 09월,"16,000원","14,400원",http://yes24.com/Product/Goods/103411486
54,완전한 행복,정유정 저,은행나무,2021년 06월,"15,800원","14,220원",http://yes24.com/Product/Goods/101908580
55,2022 써니 행정법총론 기출문제집,박준철 편저,에스티유니타스,2021년 09월,"43,000원","38,700원",http://yes24.com/Product/Goods/103710810
56,어른의 문답법,"피터 버고지언,제임스 린지 저/홍한결 역",윌북(willbook),2021년 09월,"16,800원","15,120원",http://yes24.com/Product/Goods/103449756
57,EEA : English for Everyday Activities ,Lawrence J. Zwier 저,웅진컴퍼스,2020년 12월,"14,000원","12,600원",http://yes24.com/Product/Goods/96378780
58,2021 ADsP 데이터 분석 준전문가,윤종식 저,데이터에듀,2021년 01월,"28,000원","25,200원",http://yes24.com/Product/Goods/96687616
59,읽으면서 바로 써먹는 어린이 사자소학,이수인 글그림,파란정원,2019년 07월,"12,000원","10,800원",http://yes24.com/Product/Goods/76146801
60,필로소피 랩 ,조니 톰슨 저/최다인 역,윌북(willbook),2021년 10월,"16,800원","15,120원",http://yes24.com/Product/Goods/103919534
61,아몬드,손원평 저,창비,2017년 03월,"12,000원","10,800원",http://yes24.com/Product/Goods/37300128
62,열두 살 장래 희망,박성우 글/홍그림 그림,창비,2021년 07월,"13,000원","11,700원",http://yes24.com/Product/Goods/102640718
63,거대한 가속,스콧 갤러웨이 저/박선령 역,리더스북,2021년 10월,"17,000원","15,300원",http://yes24.com/Product/Goods/103768967
64,ETS 토익 정기시험 기출문제집 1000 Vol.2 LISTENING 리스닝,ETS 저,YBM(와이비엠),2019년 12월,"17,800원","16,020원",http://yes24.com/Product/Goods/84768464
65,정재승의 인간탐구보고서 7,"정재은,이고은 글/김현민 그림/정재승 기획",아울북,2021년 09월,"14,000원","12,600원",http://yes24.com/Product/Goods/103613748
66,이토록 공부가 재미있어지는 순간,박성혁 저,다산북스,2020년 07월,"15,000원","13,500원",http://yes24.com/Product/Goods/16384156
67,돈의 속성 ,김승호 저,스노우폭스북스,2020년 06월,"16,800원","15,120원",http://yes24.com/Product/Goods/90428162
68,기분이 태도가 되지 않게,레몬심리 저/박영란 역,갤리온,2020년 06월,"14,000원","12,600원",http://yes24.com/Product/Goods/90872322
69,인간 실격,다자이 오사무 저,민음사,2004년 05월,"8,000원","7,200원",http://yes24.com/Product/Goods/1387488
70,설민석의 한국사 대모험 17,"설민석,스토리박스 글/정현희 그림/김영미 감수",아이휴먼,2021년 07월,"12,000원","10,800원",http://yes24.com/Product/Goods/102397157
71,지구 끝의 온실,김초엽 저,자이언트북스,2021년 08월,"15,000원","13,500원",http://yes24.com/Product/Goods/103026125
72,돈의 역사는 되풀이된다,홍춘욱 저,포르체,2021년 06월,"16,000원","14,400원",http://yes24.com/Product/Goods/102094131
73,데일 카네기 인간관계론,데일 카네기 저/임상훈 역,현대지성,2019년 10월,"11,500원","10,350원",http://yes24.com/Product/Goods/79297023
74,부의 추월차선,엠제이 드마코 저/신소영 역,토트출판사,2013년 08월,"15,000원","13,500원",http://yes24.com/Product/Goods/9440838
75,투자의 본질,박세익 저,위너스북,2021년 08월,"18,000원","16,200원",http://yes24.com/Product/Goods/102965341
76,작은 별이지만 빛나고 있어 (10만 부 기념 한정판 에디션),소윤 저,북로망스,2021년 03월,"15,000원","13,500원",http://yes24.com/Product/Goods/98799362
77,소문,오기와라 히로시 저/권일영 역,모모,2021년 09월,"16,500원","14,850원",http://yes24.com/Product/Goods/103861082
78,서울 자가에 대기업 다니는 김 부장 이야기 1,송희구 저,서삼독,2021년 08월,"15,000원","13,500원",http://yes24.com/Product/Goods/103286195
79,지박소년 하나코 군 0 (특장판),"AidaIro 글,그림 / 장혜영 역",서울미디어코믹스(서울문화사),2021년 10월,"6,000원","5,400원",http://yes24.com/Product/Goods/103983121
80,만화 나 혼자만 레벨업 5 ,추공 원저/장성락(REDICE STUDIO) 글그림,디앤씨웹툰비즈,2021년 10월,"14,500원","13,050원",http://yes24.com/Product/Goods/103740481
81,일기 日記,황정은 저,창비,2021년 10월,"14,000원","12,600원",http://yes24.com/Product/Goods/104130126
82,흔한남매 8,흔한남매 원저/백난도 글/유난희 그림/흔한컴퍼니 감수,미래엔아이세움,2021년 07월,"13,500원","12,150원",http://yes24.com/Product/Goods/102502923
83,초등생의 수학 학부모의 계획,김수희 저,사람in,2021년 09월,"15,000원","13,500원",http://yes24.com/Product/Goods/103670408
84,2021 하반기 해커스 GSAT 삼성직무적성검사 통합 기본서 최신기출유형+실전모의고사 (수리논리/추리),해커스 취업교육연구소 저,챔프스터디,2021년 07월,"21,900원","19,710원",http://yes24.com/Product/Goods/102714042
85,코믹 어느 날 공주가 되어버렸다 6 초호화 한정판 ,스푼 저/플루토스 원저,캐롯툰,2021년 12월,"36,000원","32,400원",http://yes24.com/Product/Goods/103991597
86,너의 말이 좋아서 밑줄을 그었다,림태주 저,웅진지식하우스,2021년 10월,"15,000원","13,500원",http://yes24.com/Product/Goods/103854954
87,데일 카네기 자기관리론,데일 카네기 저/임상훈 역,현대지성,2021년 01월,"11,500원","10,350원",http://yes24.com/Product/Goods/96794060
88,세계를 건너 너에게 갈게,이꽃님 저,문학동네,2018년 02월,"11,500원","10,350원",http://yes24.com/Product/Goods/58552371
89,서울 자가에 대기업 다니는 김 부장 이야기 2,송희구 저,서삼독,2021년 08월,"15,000원","13,500원",http://yes24.com/Product/Goods/103286203
90,사람이 싫다,손수호 저,브레인스토어(BRAINstore),2021년 10월,"16,000원","14,400원",http://yes24.com/Product/Goods/103767864
91,생각한다는 착각,닉 채터 저/김문주 역,웨일북,2021년 09월,"16,000원","14,400원",http://yes24.com/Product/Goods/103854863
92,부의 시작,박민수(샌드타이거샤크) 저,길벗,2021년 09월,"21,000원","18,900원",http://yes24.com/Product/Goods/103946599
93,2021 하반기 최신판 위포트 한국전력공사 KEPCO 직무능력검사 NCS 실전 봉투 모의고사 5+4회,위포트 연구소 저,위포트,2021년 09월,"14,000원","12,600원",http://yes24.com/Product/Goods/103557303
94,베서니와 괴물의 복수,잭 메기트-필립스 글/이사벨 폴라트 그림/김선희 역,요요,2021년 09월,"14,000원","12,600원",http://yes24.com/Product/Goods/103729169
95,나는 약속을 지켜요,다카하마 마사노부 글/하야시 유미 그림/김보혜 역,FIKAJUNIOR(피카주니어),2021년 08월,"15,000원","13,500원",http://yes24.com/Product/Goods/103164952
96,페인트,이희영 저,창비,2019년 04월,"12,000원","10,800원",http://yes24.com/Product/Goods/72158875
97,숲속 100층짜리 집,이와이 도시오 글그림/김숙 역,북뱅크,2021년 08월,"13,000원","11,700원",http://yes24.com/Product/Goods/102836978
98,내일은 내일의 해가 뜨겠지만 오늘 밤은 어떡하나요,연정 저,발코니,2020년 04월,"10,900원","9,810원",http://yes24.com/Product/Goods/89897814
99,가상화폐 단타의 정석,나씨 저,경향미디어,2021년 09월,"15,000원","13,500원",http://yes24.com/Product/Goods/103505075
100,코스모스,칼 세이건 저/홍승수 역,사이언스북스,2006년 12월,"18,500원","16,650원",http://yes24.com/Product/Goods/2312211
101,"2021 큰별쌤 최태성의 별별한국사 한국사능력검정시험 심화(1, 2, 3급) 하",최태성 저,이투스북,2021년 02월,"14,000원","12,600원",http://yes24.com/Product/Goods/97323030
102,꽃을 보듯 너를 본다,나태주 저,지혜,2015년 06월,"10,000원","9,000원",http://yes24.com/Product/Goods/24259730
103,전설로 떠나는 월가의 영웅,"피터 린치,존 로스차일드 저/이건 역/홍진채 감수",국일증권경제연구소,2021년 07월,"26,000원","23,400원",http://yes24.com/Product/Goods/102951831
104,밝은 밤,최은영 저,문학동네,2021년 07월,"14,500원","13,050원",http://yes24.com/Product/Goods/102687133
105,"돈, 뜨겁게 사랑하고 차갑게 다루어라",앙드레 코스톨라니 저,미래의창,2015년 09월,"12,000원","10,800원",http://yes24.com/Product/Goods/20398419
106,단다단 1 더블특전판 ,타츠 유키노부 글그림,대원,2021년 10월,"6,000원","5,400원",http://yes24.com/Product/Goods/104227842
107,2021 하반기 위포트 GSAT 삼성직무적성검사 실전 봉투 모의고사 4+1회 (온라인 시험 대비),위포트 연구소 저,위포트,2021년 08월,"17,000원","15,300원",http://yes24.com/Product/Goods/103223885
108,미래의 부,이지성 저,차이정원,2021년 07월,"17,000원","15,300원",http://yes24.com/Product/Goods/102831957
109,부의 시나리오,오건영 저,페이지2,2021년 06월,"18,000원","16,200원",http://yes24.com/Product/Goods/101874075
110,방구석 미술관,조원재 저,블랙피쉬,2018년 08월,"16,800원","15,120원",http://yes24.com/Product/Goods/63038113
111,월급쟁이 부자로 은퇴하라,너나위 저,알에이치코리아(RHK),2019년 05월,"18,000원","16,200원",http://yes24.com/Product/Goods/73032112
112,수상한 방송실,박현숙 글/장서영 그림,북멘토,2021년 09월,"11,500원","10,350원",http://yes24.com/Product/Goods/103770366
113,걱정 세탁소,홍민정 글/김도아 그림,좋은책어린이,2020년 02월,"9,000원","8,100원",http://yes24.com/Product/Goods/88372513
114,"2021 큰별쌤 최태성의 별별한국사 한국사능력검정시험 심화(1, 2, 3급) 상",최태성 저,이투스북,2021년 02월,"15,000원","13,500원",http://yes24.com/Product/Goods/97323025
